name,width,height,date,latitude,longitude,category_id,genus,specific_epithet,image_name,sub_dir,day,label,filepath
Boletus edulis,497,500,2019-08-05,46.47742,11.08895,5598,Boletus,edulis,28f7ec52-e08f-4baf-a549-9b5c7421edad.jpg,05598_Boletus_edulis,217,187,train_mini/05598_Boletus_edulis/28f7ec52-e08f-4baf-a549-9b5c7421edad.jpg
Clathrus columnatus,281,500,2019-08-05,29.63482,-82.36572,5643,Clathrus,columnatus,5e015146-29b7-4467-8e8f-e86d705445fb.jpg,05643_Clathrus_columnatus,217,117,train_mini/05643_Clathrus_columnatus/5e015146-29b7-4467-8e8f-e86d705445fb.jpg
Tapinella atrotomentosa,500,281,2013-09-03,50.64485,14.56734,5620,Tapinella,atrotomentosa,b7b6c33d-a850-4a5b-b1bd-92479e9b671e.jpg,05620_Tapinella_atrotomentosa,246,317,train_mini/05620_Tapinella_atrotomentosa/b7b6c33d-a850-4a5b-b1bd-92479e9b671e.jpg
Ascocoryne sarcoides,500,281,2015-10-26,50.70467,14.54948,5447,Ascocoryne,sarcoides,342281a6-4205-4d24-af4c-782afcb6582f.jpg,05447_Ascocoryne_sarcoides,299,69,train_mini/05447_Ascocoryne_sarcoides/342281a6-4205-4d24-af4c-782afcb6582f.jpg
Russula brevipes,481,500,2019-08-05,42.43543,-71.11942,5709,Russula,brevipes,9c3b5544-45fe-48f3-99c8-6d1c1d3b7025.jpg,05709_Russula_brevipes,217,221,train_mini/05709_Russula_brevipes/9c3b5544-45fe-48f3-99c8-6d1c1d3b7025.jpg
Artomyces pyxidatus,500,375,2019-08-03,36.12998,-79.15591,5697,Artomyces,pyxidatus,abbc5e20-fad0-4099-9146-3e89a75d1a10.jpg,05697_Artomyces_pyxidatus,215,274,train_mini/05697_Artomyces_pyxidatus/abbc5e20-fad0-4099-9146-3e89a75d1a10.jpg
Calocera cornea,375,500,2019-08-04,33.44128,-84.22735,5717,Calocera,cornea,a7f882d4-4e7f-4fd2-b569-462aedd7ca5d.jpg,05717_Calocera_cornea,216,100,train_mini/05717_Calocera_cornea/a7f882d4-4e7f-4fd2-b569-462aedd7ca5d.jpg
Favolaschia calocera,500,375,2019-07-25,0.28864,6.63649,5533,Favolaschia,calocera,7bb11501-56b1-4f4e-b8f6-db8241a3b4db.jpg,05533_Favolaschia_calocera,206,50,train_mini/05533_Favolaschia_calocera/7bb11501-56b1-4f4e-b8f6-db8241a3b4db.jpg
Peltigera praetextata,500,375,2019-06-30,57.41885,-2.96088,5433,Peltigera,praetextata,c39cc6c3-010c-4d82-84d9-cb73e00b9cc3.jpg,05433_Peltigera_praetextata,181,285,train_mini/05433_Peltigera_praetextata/c39cc6c3-010c-4d82-84d9-cb73e00b9cc3.jpg
Coprinopsis variegata,500,281,2019-07-29,38.68028,-78.22078,5567,Coprinopsis,variegata,9e65f290-2db3-487c-9970-d5f5e4f8208b.jpg,05567_Coprinopsis_variegata,210,315,train_mini/05567_Coprinopsis_variegata/9e65f290-2db3-487c-9970-d5f5e4f8208b.jpg
Scleroderma citrinum,500,500,2019-08-05,55.42832,9.42358,5613,Scleroderma,citrinum,a24b56ea-ad47-4997-a151-e35f6736cb5a.jpg,05613_Scleroderma_citrinum,217,6,train_mini/05613_Scleroderma_citrinum/a24b56ea-ad47-4997-a151-e35f6736cb5a.jpg
Daedalea quercina,500,375,2019-08-05,41.63489,-70.37826,5651,Daedalea,quercina,595393a0-50ab-4746-9483-b457033be593.jpg,05651_Daedalea_quercina,217,295,train_mini/05651_Daedalea_quercina/595393a0-50ab-4746-9483-b457033be593.jpg
Coprinellus disseminatus,375,500,2019-08-05,51.76996,-1.64589,5562,Coprinellus,disseminatus,08060a9e-c4f3-4acf-9ac4-1145603520c0.jpg,05562_Coprinellus_disseminatus,217,306,train_mini/05562_Coprinellus_disseminatus/08060a9e-c4f3-4acf-9ac4-1145603520c0.jpg
Niveoporofomes spraguei,500,357,2019-08-02,41.03284,-77.64993,5656,Niveoporofomes,spraguei,a075ec30-7a72-4395-9435-219f15a04fbc.jpg,05656_Niveoporofomes_spraguei,214,333,train_mini/05656_Niveoporofomes_spraguei/a075ec30-7a72-4395-9435-219f15a04fbc.jpg
Cantharellus lateritius,500,375,2019-07-26,34.94672,-89.03477,5624,Cantharellus,lateritius,1fa74efc-b559-4303-bf5c-991df751bd13.jpg,05624_Cantharellus_lateritius,207,215,train_mini/05624_Cantharellus_lateritius/1fa74efc-b559-4303-bf5c-991df751bd13.jpg
Lichenomphalia umbellifera,375,500,2019-07-30,67.79093,-136.70067,5523,Lichenomphalia,umbellifera,2b55e0bf-f8e0-4bdf-8791-7cbca9312af5.jpg,05523_Lichenomphalia_umbellifera,211,233,train_mini/05523_Lichenomphalia_umbellifera/2b55e0bf-f8e0-4bdf-8791-7cbca9312af5.jpg
Rusavskia elegans,375,500,2019-08-06,39.43339,-120.25204,5438,Rusavskia,elegans,04b84c94-c5c9-403d-a950-3c7be4decd06.jpg,05438_Rusavskia_elegans,218,225,train_mini/05438_Rusavskia_elegans/04b84c94-c5c9-403d-a950-3c7be4decd06.jpg
Pholiota squarrosa,500,333,2018-08-14,57.11643,72.77019,5585,Pholiota,squarrosa,a25afdc6-d985-4016-90da-d62c8b9ccc7d.jpg,05585_Pholiota_squarrosa,226,0,train_mini/05585_Pholiota_squarrosa/a25afdc6-d985-4016-90da-d62c8b9ccc7d.jpg
Ileodictyon cibarium,375,500,2019-08-06,-41.11761,175.32782,5645,Ileodictyon,cibarium,7238bc78-115b-4096-b1fe-86196e7f6329.jpg,05645_Ileodictyon_cibarium,218,53,train_mini/05645_Ileodictyon_cibarium/7238bc78-115b-4096-b1fe-86196e7f6329.jpg
Fomitopsis pinicola,500,333,2017-03-03,57.07912,72.72568,5654,Fomitopsis,pinicola,e83a9207-1eb4-4e26-9ce6-d4234c1df94a.jpg,05654_Fomitopsis_pinicola,62,135,train_mini/05654_Fomitopsis_pinicola/e83a9207-1eb4-4e26-9ce6-d4234c1df94a.jpg
Pleurotus pulmonarius,500,375,2012-03-14,44.89446,-76.20543,5556,Pleurotus,pulmonarius,915593fc-8aca-4e17-99d4-8525398b41c1.jpg,05556_Pleurotus_pulmonarius,74,88,train_mini/05556_Pleurotus_pulmonarius/915593fc-8aca-4e17-99d4-8525398b41c1.jpg
Meripilus sumstinei,500,437,2019-08-05,39.79921,-75.24148,5666,Meripilus,sumstinei,56a6f7b1-beee-4a9e-b7ca-6a6f1dd23ca8.jpg,05666_Meripilus_sumstinei,217,262,train_mini/05666_Meripilus_sumstinei/56a6f7b1-beee-4a9e-b7ca-6a6f1dd23ca8.jpg
Amanita fulva,375,500,2019-08-04,55.8708,39.43587,5491,Amanita,fulva,a29e745d-27f0-4a06-a230-594ae01f1424.jpg,05491_Amanita_fulva,216,176,train_mini/05491_Amanita_fulva/a29e745d-27f0-4a06-a230-594ae01f1424.jpg
Parasola plicatilis,375,500,2019-08-06,32.9585,-117.1347,5572,Parasola,plicatilis,b6941fda-0722-47ce-bcac-73c7e6511145.jpg,05572_Parasola_plicatilis,218,137,train_mini/05572_Parasola_plicatilis/b6941fda-0722-47ce-bcac-73c7e6511145.jpg
Lactifluus volemus,375,500,2019-07-28,42.39888,-76.56657,5708,Lactifluus,volemus,cd4851d0-da0e-48e6-a78c-1582f4e64912.jpg,05708_Lactifluus_volemus,209,39,train_mini/05708_Lactifluus_volemus/cd4851d0-da0e-48e6-a78c-1582f4e64912.jpg
Lycoperdon perlatum,500,281,2019-08-04,42.66318,-80.47863,5528,Lycoperdon,perlatum,8698adad-9d07-4684-a0ac-e13bec77fbc2.jpg,05528_Lycoperdon_perlatum,216,37,train_mini/05528_Lycoperdon_perlatum/8698adad-9d07-4684-a0ac-e13bec77fbc2.jpg
Meripilus giganteus,500,375,2019-08-06,51.3136,12.35799,5665,Meripilus,giganteus,6850c6ba-d219-4641-8101-4db2be407071.jpg,05665_Meripilus_giganteus,218,327,train_mini/05665_Meripilus_giganteus/6850c6ba-d219-4641-8101-4db2be407071.jpg
Icmadophila ericetorum,500,375,2019-08-05,68.31976,-133.53581,5436,Icmadophila,ericetorum,edcde681-ebc4-45f7-be0a-a8e62d1d3ffe.jpg,05436_Icmadophila_ericetorum,217,141,train_mini/05436_Icmadophila_ericetorum/edcde681-ebc4-45f7-be0a-a8e62d1d3ffe.jpg
Vulpicida pinastri,500,375,2019-07-20,62.51624,10.37933,5422,Vulpicida,pinastri,e74bd9da-9cc3-4d58-a24a-d92aaf350151.jpg,05422_Vulpicida_pinastri,201,324,train_mini/05422_Vulpicida_pinastri/e74bd9da-9cc3-4d58-a24a-d92aaf350151.jpg
Phaeolus schweinitzii,375,500,2019-08-06,42.68911,-80.50043,5663,Phaeolus,schweinitzii,97337489-fe08-4f22-aef5-aabb3de50cb7.jpg,05663_Phaeolus_schweinitzii,218,155,train_mini/05663_Phaeolus_schweinitzii/97337489-fe08-4f22-aef5-aabb3de50cb7.jpg
Fistulina hepatica,500,333,2019-08-06,51.3293,12.36231,5512,Fistulina,hepatica,a5f7a8b1-c332-4b60-baec-b3440d801c66.jpg,05512_Fistulina_hepatica,218,167,train_mini/05512_Fistulina_hepatica/a5f7a8b1-c332-4b60-baec-b3440d801c66.jpg
Pseudoinonotus dryadeus,500,375,2019-08-06,34.43584,-85.33785,5639,Pseudoinonotus,dryadeus,f8d99674-a732-4498-b7e9-f6d5d42eae05.jpg,05639_Pseudoinonotus_dryadeus,218,303,train_mini/05639_Pseudoinonotus_dryadeus/f8d99674-a732-4498-b7e9-f6d5d42eae05.jpg
Boletus edulis,500,375,2019-08-05,48.31699,-88.88644,5598,Boletus,edulis,7c171b9e-177f-44e0-a735-863114ed4457.jpg,05598_Boletus_edulis,217,187,train_mini/05598_Boletus_edulis/7c171b9e-177f-44e0-a735-863114ed4457.jpg
Boletinellus merulioides,500,402,2019-08-06,38.76736,-79.88447,5609,Boletinellus,merulioides,b05096b6-2e6e-42cd-8eaa-6790fe63d806.jpg,05609_Boletinellus_merulioides,218,97,train_mini/05609_Boletinellus_merulioides/b05096b6-2e6e-42cd-8eaa-6790fe63d806.jpg
Cladonia evansii,500,375,2019-07-26,34.67885,-76.63037,5400,Cladonia,evansii,8fdefeb5-f6b8-4941-b510-fa9a116d4b9d.jpg,05400_Cladonia_evansii,207,128,train_mini/05400_Cladonia_evansii/8fdefeb5-f6b8-4941-b510-fa9a116d4b9d.jpg
Lobaria anthraspis,500,317,2019-07-23,37.19728,-122.29311,5429,Lobaria,anthraspis,9e287fbf-287a-4e4b-a60a-d5905e2b550c.jpg,05429_Lobaria_anthraspis,204,65,train_mini/05429_Lobaria_anthraspis/9e287fbf-287a-4e4b-a60a-d5905e2b550c.jpg
Conocybe apala,500,375,2019-08-07,53.38107,-1.48711,5502,Conocybe,apala,e7ba8a40-935d-4d27-90bb-6f1e11f3b525.jpg,05502_Conocybe_apala,219,264,train_mini/05502_Conocybe_apala/e7ba8a40-935d-4d27-90bb-6f1e11f3b525.jpg
Gymnopus dryophilus,500,375,2019-07-14,57.03231,41.00556,5546,Gymnopus,dryophilus,c5d06235-dbff-461b-b547-465ca37061f4.jpg,05546_Gymnopus_dryophilus,195,272,train_mini/05546_Gymnopus_dryophilus/c5d06235-dbff-461b-b547-465ca37061f4.jpg
Meripilus giganteus,375,500,2019-08-07,49.61914,8.37319,5665,Meripilus,giganteus,d915b2e1-fe22-4a7c-882d-76a4cbda2175.jpg,05665_Meripilus_giganteus,219,327,train_mini/05665_Meripilus_giganteus/d915b2e1-fe22-4a7c-882d-76a4cbda2175.jpg
Desarmillaria tabescens,375,500,2019-06-13,38.91766,-77.07296,5551,Desarmillaria,tabescens,499276bf-f603-4e13-85ad-50f586d4bf09.jpg,05551_Desarmillaria_tabescens,164,18,train_mini/05551_Desarmillaria_tabescens/499276bf-f603-4e13-85ad-50f586d4bf09.jpg
Cantharellus cibarius,375,500,2019-08-03,46.70089,13.7938,5622,Cantharellus,cibarius,e5237274-9611-4b2f-a89e-55164da86a3e.jpg,05622_Cantharellus_cibarius,215,243,train_mini/05622_Cantharellus_cibarius/e5237274-9611-4b2f-a89e-55164da86a3e.jpg
Amanita fulva,375,500,2019-08-07,57.69854,15.08959,5491,Amanita,fulva,089222c0-906f-410d-950e-93b41b4128b8.jpg,05491_Amanita_fulva,219,176,train_mini/05491_Amanita_fulva/089222c0-906f-410d-950e-93b41b4128b8.jpg
Amanita gemmata,375,500,2019-08-07,36.10125,-79.50394,5492,Amanita,gemmata,02b3d835-5f28-4f3b-9c58-832cb51d9c07.jpg,05492_Amanita_gemmata,219,118,train_mini/05492_Amanita_gemmata/02b3d835-5f28-4f3b-9c58-832cb51d9c07.jpg
Physcia adscendens,375,500,2019-08-07,52.61886,1.22427,5392,Physcia,adscendens,22e58e63-60e2-4c7f-b63d-e4f4c3988718.jpg,05392_Physcia_adscendens,219,205,train_mini/05392_Physcia_adscendens/22e58e63-60e2-4c7f-b63d-e4f4c3988718.jpg
Ramalina menziesii,375,500,2019-08-07,37.77377,-122.45651,5425,Ramalina,menziesii,635120e0-be6c-4e7c-8fc5-648654cfa975.jpg,05425_Ramalina_menziesii,219,247,train_mini/05425_Ramalina_menziesii/635120e0-be6c-4e7c-8fc5-648654cfa975.jpg
Fistulina hepatica,375,500,2019-08-07,44.89573,7.23641,5512,Fistulina,hepatica,4010d54c-c89c-4066-8ca0-8592ffaa57bb.jpg,05512_Fistulina_hepatica,219,167,train_mini/05512_Fistulina_hepatica/4010d54c-c89c-4066-8ca0-8592ffaa57bb.jpg
Hexagonia hydnoides,500,375,2019-06-30,20.35931,-89.77185,5683,Hexagonia,hydnoides,ed64ffca-b937-4a3f-b014-6652c9064640.jpg,05683_Hexagonia_hydnoides,181,328,train_mini/05683_Hexagonia_hydnoides/ed64ffca-b937-4a3f-b014-6652c9064640.jpg
Schizophyllum commune,281,500,2019-08-07,-15.71782,-47.89713,5574,Schizophyllum,commune,9e16a983-34e8-4154-9f8d-c90440d0ba42.jpg,05574_Schizophyllum_commune,219,92,train_mini/05574_Schizophyllum_commune/9e16a983-34e8-4154-9f8d-c90440d0ba42.jpg
Gloeophyllum sepiarium,500,375,2019-07-20,46.79466,-121.77985,5631,Gloeophyllum,sepiarium,0cd5edd1-60be-46c7-bad6-159c6049f14a.jpg,05631_Gloeophyllum_sepiarium,201,293,train_mini/05631_Gloeophyllum_sepiarium/0cd5edd1-60be-46c7-bad6-159c6049f14a.jpg
Platismatia glauca,375,500,2019-08-07,44.61049,-63.60183,5416,Platismatia,glauca,3f357ad1-3af2-4b65-ac53-c386e8666204.jpg,05416_Platismatia_glauca,219,103,train_mini/05416_Platismatia_glauca/3f357ad1-3af2-4b65-ac53-c386e8666204.jpg
Cantharellus cibarius,375,500,2019-07-20,57.03199,40.99971,5622,Cantharellus,cibarius,e4fc55f2-007e-4fd1-b92a-85b7a91cb582.jpg,05622_Cantharellus_cibarius,201,243,train_mini/05622_Cantharellus_cibarius/e4fc55f2-007e-4fd1-b92a-85b7a91cb582.jpg
Stereum versicolor,375,500,2019-08-07,-38.20573,176.27542,5713,Stereum,versicolor,65c8d3d9-6843-4f2e-a304-cbd4c8a56e1c.jpg,05713_Stereum_versicolor,219,239,train_mini/05713_Stereum_versicolor/65c8d3d9-6843-4f2e-a304-cbd4c8a56e1c.jpg
Pholiota squarrosa,500,375,2019-08-08,64.95262,-147.86626,5585,Pholiota,squarrosa,7dd7b677-1a61-4111-a64d-825013052d24.jpg,05585_Pholiota_squarrosa,220,0,train_mini/05585_Pholiota_squarrosa/7dd7b677-1a61-4111-a64d-825013052d24.jpg
Trametes hirsuta,375,500,2019-08-08,56.63851,14.66669,5693,Trametes,hirsuta,868a82de-6382-4669-ba50-6519a6747c8b.jpg,05693_Trametes_hirsuta,220,261,train_mini/05693_Trametes_hirsuta/868a82de-6382-4669-ba50-6519a6747c8b.jpg
Rhytisma acerinum,500,375,2019-08-08,51.53255,-0.69794,5451,Rhytisma,acerinum,2835e9c8-e59e-41b7-802a-1825187d051f.jpg,05451_Rhytisma_acerinum,220,40,train_mini/05451_Rhytisma_acerinum/2835e9c8-e59e-41b7-802a-1825187d051f.jpg
Meripilus giganteus,375,500,2015-08-30,52.72577,-2.60953,5665,Meripilus,giganteus,def4a60d-541d-47c5-a099-f2bc3ded7fd4.jpg,05665_Meripilus_giganteus,242,327,train_mini/05665_Meripilus_giganteus/def4a60d-541d-47c5-a099-f2bc3ded7fd4.jpg
Pseudoinonotus dryadeus,500,500,2019-08-08,38.60514,-90.24241,5639,Pseudoinonotus,dryadeus,fdd125a6-4377-4e09-85c9-e0a19e3b3eb3.jpg,05639_Pseudoinonotus_dryadeus,220,303,train_mini/05639_Pseudoinonotus_dryadeus/fdd125a6-4377-4e09-85c9-e0a19e3b3eb3.jpg
Bondarzewia berkeleyi,500,375,2019-08-04,41.15945,-81.55496,5699,Bondarzewia,berkeleyi,06423504-9114-42f2-81cb-395cadbb0699.jpg,05699_Bondarzewia_berkeleyi,216,270,train_mini/05699_Bondarzewia_berkeleyi/06423504-9114-42f2-81cb-395cadbb0699.jpg
Amanita bisporigera,493,500,2019-08-07,38.72911,-79.76984,5488,Amanita,bisporigera,ab72616c-7dab-4f42-ae5f-7d73a03c66b2.jpg,05488_Amanita_bisporigera,219,226,train_mini/05488_Amanita_bisporigera/ab72616c-7dab-4f42-ae5f-7d73a03c66b2.jpg
Amanita vaginata,500,375,2019-07-20,57.0343,40.9905,5499,Amanita,vaginata,5150ab41-c304-4c1e-8903-9ecc1d815423.jpg,05499_Amanita_vaginata,201,271,train_mini/05499_Amanita_vaginata/5150ab41-c304-4c1e-8903-9ecc1d815423.jpg
Hypomyces lactifluorum,281,500,2019-08-03,47.70361,-122.0479,5466,Hypomyces,lactifluorum,267cbde9-294f-4327-b4b2-97e27dc8a947.jpg,05466_Hypomyces_lactifluorum,215,104,train_mini/05466_Hypomyces_lactifluorum/267cbde9-294f-4327-b4b2-97e27dc8a947.jpg
Amanita jacksonii,375,500,2019-08-08,41.23732,-73.59896,5493,Amanita,jacksonii,430f98ff-6b9d-4975-a27b-ec0d55518c89.jpg,05493_Amanita_jacksonii,220,44,train_mini/05493_Amanita_jacksonii/430f98ff-6b9d-4975-a27b-ec0d55518c89.jpg
Leucoagaricus leucothites,455,500,2019-08-07,42.91857,-112.4889,5481,Leucoagaricus,leucothites,ec843ec3-5204-4e77-9f71-5bbd1a9a8aab.jpg,05481_Leucoagaricus_leucothites,219,130,train_mini/05481_Leucoagaricus_leucothites/ec843ec3-5204-4e77-9f71-5bbd1a9a8aab.jpg
Chlorophyllum molybdites,500,375,2019-08-08,34.02731,-118.49679,5477,Chlorophyllum,molybdites,ca6be82c-71ad-4bab-afd8-48486d9f89fe.jpg,05477_Chlorophyllum_molybdites,220,149,train_mini/05477_Chlorophyllum_molybdites/ca6be82c-71ad-4bab-afd8-48486d9f89fe.jpg
Calocera cornea,500,334,2019-08-08,49.58797,-124.99823,5717,Calocera,cornea,bf3aefcd-c06f-41d2-836a-00b2a25bd32d.jpg,05717_Calocera_cornea,220,100,train_mini/05717_Calocera_cornea/bf3aefcd-c06f-41d2-836a-00b2a25bd32d.jpg
Abortiporus biennis,375,500,2019-08-06,40.47886,-80.02306,5667,Abortiporus,biennis,d538ac8d-68eb-4f89-a66a-b36fa4b0d777.jpg,05667_Abortiporus_biennis,218,319,train_mini/05667_Abortiporus_biennis/d538ac8d-68eb-4f89-a66a-b36fa4b0d777.jpg
Niveoporofomes spraguei,500,500,2019-08-06,40.47789,-80.02857,5656,Niveoporofomes,spraguei,53941378-94ed-43c6-8a77-f53a2fad4a6b.jpg,05656_Niveoporofomes_spraguei,218,333,train_mini/05656_Niveoporofomes_spraguei/53941378-94ed-43c6-8a77-f53a2fad4a6b.jpg
Strobilomyces strobilaceus,500,500,2019-08-08,34.15515,-84.0807,5605,Strobilomyces,strobilaceus,d69ee8aa-5c9a-44db-9001-33d953930da8.jpg,05605_Strobilomyces_strobilaceus,220,94,train_mini/05605_Strobilomyces_strobilaceus/d69ee8aa-5c9a-44db-9001-33d953930da8.jpg
Amanita vaginata,375,500,2019-08-08,42.48833,-70.93255,5499,Amanita,vaginata,f40e78ad-05d1-49af-b186-ff1823dd1cfc.jpg,05499_Amanita_vaginata,220,271,train_mini/05499_Amanita_vaginata/f40e78ad-05d1-49af-b186-ff1823dd1cfc.jpg
Dibaeis arcuata,375,500,2019-07-02,-37.25773,175.80586,5434,Dibaeis,arcuata,7ce1c177-f3d8-4311-98b8-135d70c33cc2.jpg,05434_Dibaeis_arcuata,183,66,train_mini/05434_Dibaeis_arcuata/7ce1c177-f3d8-4311-98b8-135d70c33cc2.jpg
Crucibulum laeve,500,375,2019-08-09,-42.4839,173.14934,5543,Crucibulum,laeve,f3fa5394-eb06-48da-a28a-f250ce800264.jpg,05543_Crucibulum_laeve,221,195,train_mini/05543_Crucibulum_laeve/f3fa5394-eb06-48da-a28a-f250ce800264.jpg
Tremella mesenterica,500,375,2019-08-08,51.09669,-114.23412,5728,Tremella,mesenterica,7edc67a0-bf09-46d6-8b21-0f5bf85b630d.jpg,05728_Tremella_mesenterica,220,283,train_mini/05728_Tremella_mesenterica/7edc67a0-bf09-46d6-8b21-0f5bf85b630d.jpg
Daedaleopsis confragosa,375,500,2019-08-08,55.40403,37.51207,5675,Daedaleopsis,confragosa,c27dace5-48c9-4ba8-863b-e8dd7d7a93f0.jpg,05675_Daedaleopsis_confragosa,220,124,train_mini/05675_Daedaleopsis_confragosa/c27dace5-48c9-4ba8-863b-e8dd7d7a93f0.jpg
Gloeophyllum sepiarium,500,375,2019-08-07,56.47055,-111.04377,5631,Gloeophyllum,sepiarium,3fa764f3-3cb6-45f6-872b-22e8474de766.jpg,05631_Gloeophyllum_sepiarium,219,293,train_mini/05631_Gloeophyllum_sepiarium/3fa764f3-3cb6-45f6-872b-22e8474de766.jpg
Sparassis spathulata,375,500,2019-08-09,34.24677,-93.11644,5696,Sparassis,spathulata,05b8f12a-6dda-4f6b-ab82-6638071edce4.jpg,05696_Sparassis_spathulata,221,150,train_mini/05696_Sparassis_spathulata/05b8f12a-6dda-4f6b-ab82-6638071edce4.jpg
Suillus spraguei,375,500,2019-08-09,44.45178,-74.26364,5619,Suillus,spraguei,043e2d33-45f2-4772-a359-24fc29f9aca0.jpg,05619_Suillus_spraguei,221,16,train_mini/05619_Suillus_spraguei/043e2d33-45f2-4772-a359-24fc29f9aca0.jpg
Tylopilus felleus,375,500,2019-08-09,44.43505,-74.30012,5607,Tylopilus,felleus,de7288d2-74d8-4e73-9707-3aebd57c04ac.jpg,05607_Tylopilus_felleus,221,331,train_mini/05607_Tylopilus_felleus/de7288d2-74d8-4e73-9707-3aebd57c04ac.jpg
Geastrum saccatum,372,500,2019-08-08,60.78823,-136.46829,5629,Geastrum,saccatum,cecc1627-6198-4321-89e8-c7649699d5f2.jpg,05629_Geastrum_saccatum,220,47,train_mini/05629_Geastrum_saccatum/cecc1627-6198-4321-89e8-c7649699d5f2.jpg
Cerioporus squamosus,281,500,2019-06-18,44.88641,-71.07732,5673,Cerioporus,squamosus,5c4ce41b-1f72-4a2d-be14-f18975ad0fb0.jpg,05673_Cerioporus_squamosus,169,292,train_mini/05673_Cerioporus_squamosus/5c4ce41b-1f72-4a2d-be14-f18975ad0fb0.jpg
Rhytisma acerinum,375,500,2019-07-27,55.70977,37.29525,5451,Rhytisma,acerinum,5ba764b4-d430-46ae-b6d4-60a1e3fc2219.jpg,05451_Rhytisma_acerinum,208,40,train_mini/05451_Rhytisma_acerinum/5ba764b4-d430-46ae-b6d4-60a1e3fc2219.jpg
Meripilus sumstinei,375,500,2019-08-09,40.46617,-75.09104,5666,Meripilus,sumstinei,5019c6be-d3cc-41e7-a126-7f82d5b3462d.jpg,05666_Meripilus_sumstinei,221,262,train_mini/05666_Meripilus_sumstinei/5019c6be-d3cc-41e7-a126-7f82d5b3462d.jpg
Scleroderma citrinum,375,500,2019-08-09,44.31123,-74.34299,5613,Scleroderma,citrinum,5da8019d-2b87-4f59-9085-4a1f1918b36c.jpg,05613_Scleroderma_citrinum,221,6,train_mini/05613_Scleroderma_citrinum/5da8019d-2b87-4f59-9085-4a1f1918b36c.jpg
Laetiporus cincinnatus,500,375,2019-08-09,36.24512,-93.97668,5659,Laetiporus,cincinnatus,a49576b7-bcd6-4d7f-a63d-134a9f3c1c61.jpg,05659_Laetiporus_cincinnatus,221,326,train_mini/05659_Laetiporus_cincinnatus/a49576b7-bcd6-4d7f-a63d-134a9f3c1c61.jpg
Turbinellus floccosus,333,500,2019-08-02,45.03897,-71.60944,5633,Turbinellus,floccosus,0b51c1ed-b655-42d1-b1ef-6d8a4c3c02cc.jpg,05633_Turbinellus_floccosus,214,305,train_mini/05633_Turbinellus_floccosus/0b51c1ed-b655-42d1-b1ef-6d8a4c3c02cc.jpg
Amanita fulva,375,500,2019-08-09,60.94556,63.55778,5491,Amanita,fulva,cc93b276-cdb3-46db-95a5-966e40b0d13b.jpg,05491_Amanita_fulva,221,176,train_mini/05491_Amanita_fulva/cc93b276-cdb3-46db-95a5-966e40b0d13b.jpg
Cantharellus lateritius,375,500,2019-08-09,41.72149,-74.1955,5624,Cantharellus,lateritius,d19305de-5f4b-4f86-8f75-19ec4c45c9d0.jpg,05624_Cantharellus_lateritius,221,215,train_mini/05624_Cantharellus_lateritius/d19305de-5f4b-4f86-8f75-19ec4c45c9d0.jpg
Leccinum aurantiacum,500,375,2014-09-06,62.57435,40.35703,5602,Leccinum,aurantiacum,d11ddf44-f2d6-4c46-b3fc-fd3edf4b66f4.jpg,05602_Leccinum_aurantiacum,249,38,train_mini/05602_Leccinum_aurantiacum/d11ddf44-f2d6-4c46-b3fc-fd3edf4b66f4.jpg
Bolbitius titubans,392,500,2019-08-08,56.22231,10.04112,5501,Bolbitius,titubans,b89a333f-f15d-4500-b349-b4191219a4d3.jpg,05501_Bolbitius_titubans,220,27,train_mini/05501_Bolbitius_titubans/b89a333f-f15d-4500-b349-b4191219a4d3.jpg
Lactifluus volemus,500,375,2019-08-03,44.85418,-79.93088,5708,Lactifluus,volemus,5e04fbbd-3189-407d-96c6-c55d2892ec4e.jpg,05708_Lactifluus_volemus,215,39,train_mini/05708_Lactifluus_volemus/5e04fbbd-3189-407d-96c6-c55d2892ec4e.jpg
Laccaria amethystina,281,500,2019-08-03,43.97152,19.56699,5514,Laccaria,amethystina,74eeeb13-71c6-4bb5-8ba4-d2571a13e01b.jpg,05514_Laccaria_amethystina,215,25,train_mini/05514_Laccaria_amethystina/74eeeb13-71c6-4bb5-8ba4-d2571a13e01b.jpg
Pseudoinonotus dryadeus,500,243,2019-08-09,39.56327,-95.12122,5639,Pseudoinonotus,dryadeus,7a873e01-d43d-406d-9185-b87a657e6dae.jpg,05639_Pseudoinonotus_dryadeus,221,303,train_mini/05639_Pseudoinonotus_dryadeus/7a873e01-d43d-406d-9185-b87a657e6dae.jpg
Pseudoinonotus dryadeus,500,375,2019-08-09,38.51637,-90.55796,5639,Pseudoinonotus,dryadeus,c799c562-6a1f-4634-831f-025e442e9ba0.jpg,05639_Pseudoinonotus_dryadeus,221,303,train_mini/05639_Pseudoinonotus_dryadeus/c799c562-6a1f-4634-831f-025e442e9ba0.jpg
Chlorophyllum molybdites,500,375,2019-08-09,26.32055,-80.1648,5477,Chlorophyllum,molybdites,6fca3bf4-259d-41cf-b534-3a037fa587a0.jpg,05477_Chlorophyllum_molybdites,221,149,train_mini/05477_Chlorophyllum_molybdites/6fca3bf4-259d-41cf-b534-3a037fa587a0.jpg
